id,nombre,tipo,latitud,longitud,capacidad
SITP310A13,Aguas Claras 8,sitp,4.561378,-74.067562,2000
SITP236B01,Agustín Fernández,sitp,4.729354,-74.023943,2000
SITP236A01,Agustín Fernández 2,sitp,4.728986,-74.024018,2000
SITP203A05,Alameda,sitp,4.696897,-74.127059,2000
SITP228A05,Alameda 2,sitp,4.696592,-74.126099,2000
SITP389A07,Alameda Ciudad Tintal,sitp,4.654784,-74.155652,2000
SITP388A07,Alameda Ciudad Tintal 2,sitp,4.655114,-74.155459,2000
SITP421A05,Alameda de Villaluz,sitp,4.679715,-74.107419,2000
SITP285A10,Alcaldía Local Ciudad Bolívar,sitp,4.59493,-74.168957,2000
SITP831A00,Alcaldía Local Los Mártires,sitp,4.607734,-74.084797,2000
SITP105A13,Alcaldía Local San Cristóbal,sitp,4.569386,-74.086834,2000
SITPBD-024A,Alcaldía Local de Chapinero,sitp,4.642708,-74.064722,2000
SITP106A13,Alcaldía Local de San Cristóbal,sitp,4.569906,-74.087307,2000
SITP351B00,Alcaldía Local de Teusaquillo,sitp,4.628965,-74.072664,2000
SITP585A11,Alcaldía Local de Tunjuelito,sitp,4.555651,-74.122048,2000
SITP038A11,Alcaldía Local de Tunjuelito 2,sitp,4.556059,-74.1216,2000
SITP171A01,Alcaldía de Usaquén,sitp,4.696143,-74.031667,2000
SITP171B01,Alcaldía de Usaquén 2,sitp,4.695445,-74.032121,2000
SITP459A09,Alcalá,sitp,4.603627,-74.129187,2000
SITP061B09,Alcalá 2,sitp,4.605141,-74.125162,2000
SITP466A09,Alcalá 3,sitp,4.605198,-74.12758,2000
SITP463A09,Alcalá 4,sitp,4.601612,-74.126139,2000
SITP061A09,Alcalá 5,sitp,4.604972,-74.124985,2000
SITP462A09,Alcalá 6,sitp,4.601779,-74.126421,2000
SITP535A03,Alcaparros de Suba,sitp,4.736344,-74.100908,2000
SITP104A03,Alcaparros de Suba 2,sitp,4.737855,-74.099699,2000
SITP030B03,Alcaparros de Suba 3,sitp,4.736321,-74.101079,2000
SITP578A00,Alcázares,sitp,4.660467,-74.074298,2000
SITP580A00,Alcázares 2,sitp,4.662408,-74.072926,2000
SITP005A00,Alcázares 3,sitp,4.665411,-74.070452,2000
SITP003A00,Alcázares 4,sitp,4.664149,-74.068797,2000
SITP328B00,Alcázares 5,sitp,4.659353,-74.069985,2000
SITP328A00,Alcázares 6,sitp,4.659592,-74.070332,2000
SITP581A00,Alcázares 7,sitp,4.665348,-74.070779,2000
SITP335A00,Alcázares Norte,sitp,4.663677,-74.066839,2000
SITP583A00,Alcázares Norte 2,sitp,4.665761,-74.06765,2000
SITP434A05,Aldeas Infantiles SOS Colombia,sitp,4.668228,-74.084347,2000
SITP019A00,Alemania Solidaria,sitp,4.651711,-74.075718,2000
SITP149A00,Alemania Solidaria Sede C,sitp,4.660272,-74.075051,2000
SITP149B00,Alemania Solidaria Sede C 2,sitp,4.660782,-74.075766,2000
SITP526A00,Alfonso López,sitp,4.63972,-74.073839,2000
SITP532A00,Alfonso López 2,sitp,4.639139,-74.070448,2000
SITP452A12,Alfonso López 3,sitp,4.498106,-74.101599,2000
SITP312A08,Alfonso López Michelsen,sitp,4.6157,-74.173896,2000
SITP016A09,Alfonso López Pumarejo,sitp,4.606925,-74.142073,2000
SITP016B09,Alfonso López Pumarejo 2,sitp,4.607645,-74.14183,2000
SITP182A12,Alfonso López Sector Buenos Aires,sitp,4.497034,-74.104124,2000
SITP176A12,Alfonso López Sector Buenos Aires 2,sitp,4.49744,-74.106428,2000
SITP185A12,Alfonso López Sector El Progreso,sitp,4.496079,-74.101872,2000
SITP184A12,Alfonso López Sector El Progreso 2,sitp,4.496011,-74.101963,2000
SITP177A12,Alfonso López Sector La Alborada,sitp,4.497485,-74.106289,2000
SITP183A12,Alfonso López Sector La Alborada 2,sitp,4.497131,-74.104184,2000
SITP446A04,Alkosto CL 68,sitp,4.680568,-74.085946,2000
SITP151B00,Almacenes Tía,sitp,4.657814,-74.071477,2000
SITP151A00,Almacenes Tía 2,sitp,4.657517,-74.071053,2000
SITP309A04,Almería,sitp,4.695683,-74.105481,2000
SITP309B04,Almería 2,sitp,4.695449,-74.10523,2000
SITP309C04,Almería 3,sitp,4.695214,-74.10496,2000
SITP309D04,Almería 4,sitp,4.694677,-74.104254,2000
SITP484A12,Almirante Padilla,sitp,4.512042,-74.112425,2000
SITP002B09,Alquería,sitp,4.597439,-74.136428,2000
SITP083B09,Alquería 10,sitp,4.600121,-74.134669,2000
SITP085A09,Alquería 11,sitp,4.602804,-74.132894,2000
SITP637A09,Alquería 2,sitp,4.599492,-74.132555,2000
SITP085C09,Alquería 3,sitp,4.601527,-74.133741,2000
SITP002A09,Alquería 4,sitp,4.597851,-74.136183,2000
SITP465A09,Alquería 5,sitp,4.604239,-74.131206,2000
SITP085B09,Alquería 6,sitp,4.602133,-74.133344,2000
SITP083C09,Alquería 7,sitp,4.599805,-74.134873,2000
SITP002C09,Alquería 8,sitp,4.597185,-74.136609,2000
SITP083A09,Alquería 9,sitp,4.600437,-74.13449,2000
SITP084A09,Alquería La Fragua,sitp,4.599147,-74.135759,2000
SITP430A09,Alquería La Fragua 10,sitp,4.602258,-74.13816,2000
SITP510B09,Alquería La Fragua 11,sitp,4.603767,-74.132656,2000
SITP084B09,Alquería La Fragua 12,sitp,4.599795,-74.135333,2000
SITP086A09,Alquería La Fragua 2,sitp,4.602001,-74.133874,2000
SITP088A09,Alquería La Fragua 3,sitp,4.606838,-74.130638,2000
SITP510A09,Alquería La Fragua 4,sitp,4.603543,-74.132812,2000
SITP114B09,Alquería La Fragua 5,sitp,4.605706,-74.131334,2000
SITP432A09,Alquería La Fragua 6,sitp,4.603002,-74.136666,2000
SITP086B09,Alquería La Fragua 7,sitp,4.602704,-74.133381,2000
SITP088B09,Alquería La Fragua 8,sitp,4.607406,-74.130283,2000
SITP088C09,Alquería La Fragua 9,sitp,4.607922,-74.129949,2000
SITP114A09,Alquería La Fragua Cl 34 S,sitp,4.605394,-74.131551,2000
SITP001A09,Alquería La Fragua II,sitp,4.598327,-74.136273,2000
SITP001B09,Alquería La Fragua II 2,sitp,4.598076,-74.136461,2000
SITP467A09,Alquería La Fragua Norte,sitp,4.606889,-74.133002,2000
SITP435A09,Alquería La Fragua Norte 2,sitp,4.605274,-74.135042,2000
SITP436A09,Alquería La Fragua Norte 3,sitp,4.605517,-74.134731,2000
SITP456A09,Alquería La Fragua Norte 4,sitp,4.606523,-74.132716,2000
SITP434A09,Alquería de la Fragua,sitp,4.605029,-74.13605,2000
SITP433A09,Alquería de la Fragua 2,sitp,4.605262,-74.13628,2000
SITP386A08,Altamar,sitp,4.637187,-74.171828,2000
SITP061B03,Altamar 2,sitp,4.718343,-74.091138,2000
SITP355A08,Altamar 3,sitp,4.637536,-74.172474,2000
SITP178A13,Altamira,sitp,4.545566,-74.087462,2000
SITP084A13,Altamira 2,sitp,4.542821,-74.087782,2000
SITP085A13,Altamira 3,sitp,4.543036,-74.087846,2000
SITP055A13,Altamira 4,sitp,4.541247,-74.083733,2000
SITP174A13,Altamira 5,sitp,4.543046,-74.086111,2000
SITP370A13,Altamira 6,sitp,4.542518,-74.084596,2000
SITP466A13,Altamira Chiquita,sitp,4.544648,-74.084257,2000
SITP561A13,Altamira Santa Teresa,sitp,4.539699,-74.083729,2000
SITP004A03,Alto de Los Lagartos (Club Choquenzá),sitp,4.709207,-74.080304,2000
SITP004B03,Alto de Los Lagartos (Club Choquenzá) 2,sitp,4.708809,-74.080505,2000
SITP003A03,Alto de los Lagartos,sitp,4.709208,-74.080583,2000
SITP003B03,Alto de los Lagartos 2,sitp,4.708813,-74.080802,2000
SITP057A03,Altos de Chozica,sitp,4.729925,-74.087551,2000
SITP451A03,Altos de Chozica 2,sitp,4.734962,-74.082049,2000
SITP113A03,Altos de Chozica 3,sitp,4.734107,-74.08566,2000
SITP327B11,Altos de Jalisco,sitp,4.55418,-74.139664,2000
SITP173A02,Altos de Suba,sitp,4.734009,-74.074154,2000
SITP234A02,Altos de Suba 2,sitp,4.734008,-74.074015,2000
SITP357A07,Altos de Tintalá II,sitp,4.650571,-74.163184,2000
SITP358A03,Altos de la Esperanza I Sector,sitp,4.718154,-74.08987,2000
SITP357A03,Altos de la Esperanza I Sector 2,sitp,4.71826,-74.089915,2000
SITP179A13,Altos del Poblado,sitp,4.54823,-74.086333,2000
SITP280A13,Altos del Sol,sitp,4.580178,-74.080638,2000
SITP374A13,Altos del Zuque,sitp,4.541598,-74.080857,2000
SITP377A13,Altos del Zuque 2,sitp,4.54124,-74.082224,2000
SITP375A13,Altos del Zuque 3,sitp,4.543678,-74.079617,2000
SITP373A13,Altos del Zuque 4,sitp,4.541906,-74.080313,2000
SITP496A13,Amapolas,sitp,4.561954,-74.080152,2000
SITP497A13,Amapolas 2,sitp,4.561873,-74.080002,2000
SITP331A08,Amaruc,sitp,4.622797,-74.177518,2000
SITP295A09,Andalucía II,sitp,4.598223,-74.178563,2000
SITP047A03,Andes Norte,sitp,4.693112,-74.067271,2000
SITP169A03,Andes Norte 2,sitp,4.696107,-74.069052,2000
SITP173A03,Andes Norte 3,sitp,4.689861,-74.067887,2000
SITP173C03,Andes Norte 4,sitp,4.689652,-74.066702,2000
SITP046A03,Andes Norte 5,sitp,4.690382,-74.065833,2000
SITP173B03,Andes Norte 6,sitp,4.68978,-74.067403,2000
SITP679A01,Antigua,sitp,4.715365,-74.040072,2000
SITP082A00,Antiguo Country,sitp,4.670877,-74.056729,2000
SITP081A00,Antiguo Country 2,sitp,4.670646,-74.056852,2000
SITP555A09,Antonia Santos,sitp,4.608622,-74.188587,2000
SITP424A11,Antonio Baraya,sitp,4.584463,-74.106664,2000
SITP251B11,Antonio García,sitp,4.542076,-74.146153,2000
SITP251A11,Antonio García 2,sitp,4.541835,-74.146502,2000
SITP717A00,Antonio José Uribe,sitp,4.592549,-74.081395,2000
SITP527A13,Antonio José Uribe 2,sitp,4.591574,-74.0832,2000
SITP366A12,Antonio José de Sucre,sitp,4.493085,-74.115315,2000
SITP361A12,Antonio José de Sucre 2,sitp,4.493224,-74.115503,2000
SITP300A09,Antonio José de Sucre 3,sitp,4.611075,-74.174647,2000
SITP152A12,Antonio José de Sucre 4,sitp,4.492407,-74.114343,2000
SITP153A12,Antonio José de Sucre 5,sitp,4.492694,-74.11438,2000
SITP393A06,Antonio Nariño,sitp,4.625733,-74.08743,2000
SITP189A05,Antonio Nariño Sede A,sitp,4.685986,-74.103831,2000
SITP195A05,Antonio Nariño Sede A 2,sitp,4.686237,-74.10352,2000
SITP101A06,Antonio Van Uden Sede B,sitp,4.692999,-74.161541,2000
SITP239A05,Antonio Villavicencio,sitp,4.704943,-74.13355,2000
SITP122D05,Aquapark,sitp,4.670907,-74.089715,2000
SITP122A05,Aquapark 2,sitp,4.672155,-74.088873,2000
SITP122C05,Aquapark 3,sitp,4.671002,-74.089647,2000
SITP122B05,Aquapark 4,sitp,4.671234,-74.089504,2000
SITP426A01,Aquileo Parra,sitp,4.763525,-74.041968,2000
SITP226A11,Arabia,sitp,4.533748,-74.149311,2000
SITP609A11,Arabia 2,sitp,4.531628,-74.146588,2000
SITP440A11,Arabia 3,sitp,4.532645,-74.146643,2000
SITP455A11,Arabia 4,sitp,4.532174,-74.148281,2000
SITP234A11,Arabia 5,sitp,4.53605,-74.147211,2000
SITP229A11,Arabia 6,sitp,4.533538,-74.147051,2000
SITP454A11,Arabia 7,sitp,4.532378,-74.148356,2000
SITP227A11,Arabia 8,sitp,4.533981,-74.14928,2000
SITP228A11,Arabia 9,sitp,4.533319,-74.146922,2000
SITP253A07,Arboleda,sitp,4.622485,-74.116726,2000
SITP399A10,Arboleda del Rey,sitp,4.59262,-74.127011,2000
SITP398A10,Arboleda del Rey 2,sitp,4.592711,-74.12676,2000
SITP193A11,Arborizadora Alta,sitp,4.566879,-74.156762,2000
SITP219A11,Arborizadora Alta 10,sitp,4.568829,-74.154835,2000
SITP178A11,Arborizadora Alta 11,sitp,4.567509,-74.164785,2000
SITP207A11,Arborizadora Alta 12,sitp,4.56878,-74.159887,2000
SITP216A11,Arborizadora Alta 13,sitp,4.569917,-74.15494,2000
SITP183A11,Arborizadora Alta 14,sitp,4.56684,-74.162946,2000
SITP172A11,Arborizadora Alta 15,sitp,4.564112,-74.163398,2000
SITP207B11,Arborizadora Alta 16,sitp,4.568715,-74.160247,2000
SITP217A11,Arborizadora Alta 17,sitp,4.570551,-74.156441,2000
SITP206A11,Arborizadora Alta 18,sitp,4.568617,-74.159947,2000
SITP480A11,Arborizadora Alta 19,sitp,4.570307,-74.153629,2000
SITP171A11,Arborizadora Alta 2,sitp,4.564204,-74.163629,2000
SITP176A11,Arborizadora Alta 20,sitp,4.566832,-74.166585,2000
SITP192A11,Arborizadora Alta 21,sitp,4.56674,-74.156831,2000
SITP182A11,Arborizadora Alta 22,sitp,4.566677,-74.16222,2000
SITP210A11,Arborizadora Alta 3,sitp,4.569826,-74.158074,2000
SITP203A11,Arborizadora Alta 4,sitp,4.568585,-74.161888,2000
SITP155A11,Arborizadora Alta 5,sitp,4.565433,-74.169086,2000
SITP479A11,Arborizadora Alta 6,sitp,4.570465,-74.153572,2000
SITP211A11,Arborizadora Alta 7,sitp,4.5698,-74.157887,2000
SITP177A11,Arborizadora Alta 8,sitp,4.564957,-74.164653,2000
SITP158A11,Arborizadora Alta 9,sitp,4.564515,-74.167344,2000
SITP220A11,Arborizadora Alta Cl 68G S,sitp,4.569209,-74.154018,2000
SITP214A11,Arborizadora Alta Cl 69D S,sitp,4.570216,-74.1564,2000
SITP215A11,Arborizadora Alta Cl 69D S 2,sitp,4.569743,-74.154888,2000
SITP180A11,Arborizadora Alta Cl 75B Sur,sitp,4.567458,-74.166249,2000
SITP159A11,Arborizadora Alta Cl 79 Sur,sitp,4.565394,-74.168951,2000
SITP175A11,Arborizadora Alta DG 73 BIS Sur,sitp,4.565203,-74.16467,2000
SITP604A11,Arborizadora Alta I,sitp,4.568209,-74.157244,2000
SITP605A11,Arborizadora Alta I 2,sitp,4.568223,-74.157386,2000
SITP213B11,Arborizadora Alta I 3,sitp,4.570132,-74.158367,2000
SITP213A11,Arborizadora Alta Kr 45,sitp,4.570688,-74.158234,2000
SITP174A11,Arborizadora Alta TV  34,sitp,4.564885,-74.167786,2000
SITP160A11,Arborizadora Alta TV  37,sitp,4.566727,-74.168601,2000
SITP179A11,Arborizadora Alta TV 38B,sitp,4.56747,-74.164982,2000
SITP617A11,Arborizadora Baja,sitp,4.573184,-74.150743,2000
SITP499A11,Arborizadora Baja 2,sitp,4.571942,-74.150579,2000
SITP031B11,Arborizadora Baja 3,sitp,4.573986,-74.153285,2000
SITP001B11,Arborizadora Baja 4,sitp,4.578251,-74.141783,2000
SITP001A11,Arborizadora Baja 5,sitp,4.577435,-74.141362,2000
SITP499B11,Arborizadora Baja 6,sitp,4.571772,-74.150265,2000
SITP031A11,Arborizadora Baja 7,sitp,4.574296,-74.153622,2000
SITP633A00,Archivo Distrital,sitp,4.590294,-74.077965,2000
SITP276A02,Arcos de Cantalejo,sitp,4.74503,-74.05806,2000
SITP595A09,Argelia,sitp,4.609472,-74.142945,2000
SITP645A09,Argelia II,sitp,4.614221,-74.183413,2000
SITP644A09,Argelia II 2,sitp,4.613882,-74.183591,2000
SITP135A00,Armenia,sitp,4.620454,-74.073478,2000
SITP336A12,Arrayanes I,sitp,4.545935,-74.103758,2000
SITP170A01,Asociación Médica de Los Andes (Fundación Santa Fe de Bogotá),sitp,4.69486,-74.032833,2000
SITP302A06,Atahualpa,sitp,4.685883,-74.147207,2000
SITP251A06,Atahualpa 2,sitp,4.687511,-74.14938,2000
SITP124A06,Atahualpa 3,sitp,4.673725,-74.145082,2000
SITP301A06,Atahualpa 4,sitp,4.686231,-74.14804,2000
SITP443A06,Atahualpa 5,sitp,4.687423,-74.148493,2000
SITP090A06,Atahualpa 6,sitp,4.680062,-74.14444,2000
SITP477A13,Atanasio Girardot,sitp,4.586739,-74.075885,2000
SITP339A13,Atanasio Girardot 2,sitp,4.586789,-74.074241,2000
SITP542A13,Atanasio Girardot 3,sitp,4.587281,-74.076008,2000
SITP340A13,Atanasio Girardot 4,sitp,4.586712,-74.076046,2000
SITP424A13,Atanasio Girardot 5,sitp,4.585888,-74.07175,2000
SITP130A02,Atenas,sitp,4.730259,-74.070014,2000
SITP027A02,Atenas - Hibernia,sitp,4.731361,-74.073589,2000
SITP028A02,Atenas - Hibernia 2,sitp,4.731255,-74.073497,2000
SITP190A13,Atenas 2,sitp,4.558213,-74.093971,2000
SITP012A13,Atenas 3,sitp,4.559286,-74.090521,2000
SITP131A02,Atenas 4,sitp,4.730944,-74.071982,2000
SITP094A02,Atenas 5,sitp,4.730482,-74.06811,2000
SITP484A13,Atenas 6,sitp,4.559421,-74.091202,2000
SITP033A13,Atenas 7,sitp,4.556324,-74.095612,2000
SITP188A13,Atenas I,sitp,4.559028,-74.095904,2000
SITP034A02,Aticos del Norte,sitp,4.725476,-74.065448,2000
SITP392A10,Atlanta,sitp,4.587754,-74.157143,2000
SITP074B10,Atlanta 2,sitp,4.581044,-74.154832,2000
SITP389A10,Atlanta 3,sitp,4.587712,-74.155591,2000
SITP391A10,Atlanta 4,sitp,4.587999,-74.157006,2000
SITP390A10,Atlanta 5,sitp,4.587622,-74.155407,2000
SITP297A13,Aulas Colombianas San Luis,sitp,4.580665,-74.071222,2000
SITP298A13,Aulas Colombianas San Luis 2,sitp,4.580696,-74.071091,2000
SITP522A03,Aures,sitp,4.733057,-74.097423,2000
SITP641A03,Aures  II,sitp,4.733747,-74.100908,2000
SITP523A03,Aures 2,sitp,4.732838,-74.096653,2000
SITP600A03,Aures I,sitp,4.734584,-74.096581,2000
SITP029A03,Aures I 2,sitp,4.734122,-74.094252,2000
SITP028A03,Aures I 3,sitp,4.733939,-74.093835,2000
SITP599A03,Aures I 4,sitp,4.734858,-74.097093,2000
SITP026A03,Aures II,sitp,4.737352,-74.103362,2000
SITP009A03,Aures II 2,sitp,4.734949,-74.100231,2000
SITP030A03,Aures II 3,sitp,4.735963,-74.100472,2000
SITP304A03,Aures II 4,sitp,4.733773,-74.102613,2000
SITP305A03,Aures II 5,sitp,4.733778,-74.102508,2000
SITP202A03,Aures II 6,sitp,4.731399,-74.100739,2000
SITP309A03,Aures II 7,sitp,4.736248,-74.101585,2000
SITP145A02,Auto Norte,sitp,4.706859,-74.056148,2000
SITP092A02,Auto Norte 2,sitp,4.707334,-74.056043,2000
SITP075A04,Autopista Medellín,sitp,4.698246,-74.092523,2000
SITP070A04,Autopista Medellín 2,sitp,4.701445,-74.092023,2000
SITP562A09,Autopista Muzú,sitp,4.598208,-74.122917,2000
SITP122A01,Autopista Norte,sitp,4.686592,-74.05487,2000
SITP447A09,Autopista Sur,sitp,4.596449,-74.127967,2000
SITP636A09,Autopista Sur 2,sitp,4.594542,-74.130982,2000
SITP611A09,Autopista Sur 3,sitp,4.596846,-74.12599,2000
SITP561A09,Autopista Sur 4,sitp,4.600594,-74.125102,2000
SITP175A10,Autopista Sur 5,sitp,4.596335,-74.17864,2000
SITP560A09,Autopista Sur 6,sitp,4.600365,-74.124996,2000
SITP006A09,Autopista Sur 7,sitp,4.598349,-74.124854,2000
SITP448A09,Autopista Sur 8,sitp,4.596208,-74.127504,2000
SITP172A08,Av. 1 de Mayo,sitp,4.614859,-74.174059,2000
SITP173A08,Av. 1 de Mayo 2,sitp,4.614977,-74.174206,2000
SITP099D07,Av. Américas,sitp,4.627028,-74.123011,2000
SITP099C07,Av. Américas 2,sitp,4.627363,-74.122883,2000
SITP097D07,Av. Américas 3,sitp,4.627975,-74.12305,2000
SITP099A07,Av. Américas 4,sitp,4.628099,-74.122613,2000
SITP587A11,Av. Caracas,sitp,4.566803,-74.127147,2000
SITP326A00,Av. Caracas 2,sitp,4.655442,-74.064067,2000
SITP040A01,Av. Carrera 19,sitp,4.71775,-74.047832,2000
SITP056B07,Av. Centenario,sitp,4.648067,-74.127511,2000
SITP056C07,Av. Centenario 2,sitp,4.648496,-74.12696,2000
SITP056A07,Av. Centenario 3,sitp,4.647802,-74.127899,2000
SITPBD-017A,Av. Chile,sitp,4.653971,-74.05568,2000
SITPBD-017B,Av. Chile 2,sitp,4.653792,-74.055776,2000
SITP154A06,Av. Ferrocarril,sitp,4.666924,-74.129852,2000
SITP044A05,Av. Gonzalo Ariza,sitp,4.702278,-74.129589,2000
SITP045A05,Av. Gonzalo Ariza 2,sitp,4.700847,-74.131018,2000
SITP075A05,Av. José Celestino Mutis,sitp,4.67831,-74.109697,2000
SITP006A13,Av. La Victoria,sitp,4.568619,-74.085898,2000
SITP525B08,Av. Tintal,sitp,4.63501,-74.180257,2000
SITP035A08,Av. Villavicencio,sitp,4.619301,-74.164878,2000
SITP001A13,Avenida 1 de Mayo,sitp,4.571172,-74.089465,2000
SITP015A09,Avenida 1 de Mayo 2,sitp,4.61608,-74.140412,2000
SITP015B09,Avenida 1 de Mayo 3,sitp,4.617733,-74.139981,2000
SITP583A08,Avenida 1 de Mayo 4,sitp,4.596558,-74.113024,2000
SITP324A10,Avenida 1 de Mayo 5,sitp,4.59574,-74.113877,2000
SITP307A09,Avenida Agoberto Mejía,sitp,4.614887,-74.176266,2000
SITP056A00,Avenida Alberto Lleras Camargo,sitp,4.63991,-74.06393,2000
SITP106A07,Avenida Alsacia,sitp,4.644234,-74.131896,2000
SITP106C07,Avenida Alsacia 2,sitp,4.643534,-74.132465,2000
SITP093A07,Avenida Alsacia 3,sitp,4.643928,-74.133068,2000
SITP093C07,Avenida Alsacia 4,sitp,4.644907,-74.132233,2000
SITP106B07,Avenida Alsacia 5,sitp,4.643875,-74.132221,2000
SITP093B07,Avenida Alsacia 6,sitp,4.644177,-74.132859,2000
SITP117A06,Avenida Américas,sitp,4.627805,-74.095572,2000
SITP102B07,Avenida Américas 10,sitp,4.63282,-74.137771,2000
SITP103C07,Avenida Américas 2,sitp,4.63226,-74.137398,2000
SITP097B07,Avenida Américas 3,sitp,4.627507,-74.12322,2000
SITP102A07,Avenida Américas 4,sitp,4.632521,-74.137806,2000
SITP103A07,Avenida Américas 5,sitp,4.633342,-74.137292,2000
SITP097A07,Avenida Américas 6,sitp,4.627215,-74.123327,2000
SITP102C07,Avenida Américas 7,sitp,4.63328,-74.137731,2000
SITP103B07,Avenida Américas 8,sitp,4.632479,-74.137371,2000
SITP099B07,Avenida Américas 9,sitp,4.627785,-74.122722,2000
SITP187A03,Avenida Boyacá,sitp,4.710089,-74.079054,2000
SITP294A01,Avenida Calle 100,sitp,4.686384,-74.047976,2000
